%time,field.velocity,field.angle
6797.315857115,9780.0,0.0
6797.325414772,9780.0,0.0
6797.335648089,9780.0,0.0
6797.346049488,9780.0,0.0
6797.357343711,9780.0,0.0
6797.367478946,9780.0,0.0
6797.376806355,9780.0,0.0
6797.386924840,9780.0,0.0
6797.396389331,9780.0,0.0
6797.408921959,9780.0,0.0
6797.417438710,9780.0,0.0
6797.427314613,9780.0,0.0
6797.436290193,9780.0,0.0
6797.446500427,9780.0,0.0
6797.457786567,9780.0,0.0
6797.468024550,9780.0,0.0
6797.477942787,9780.0,0.0
6797.487253863,9780.0,0.0
6797.496706104,9780.0,0.0
6797.506112346,9780.0,0.0
6797.517415403,9780.0,0.0
6797.527891217,9780.0,0.0
6797.544939301,9780.0,0.0
6797.548630182,9780.0,0.0
6797.558573669,9780.0,0.0
6797.568866902,9780.0,0.0
6797.577225404,9780.0,0.0
6797.587615052,9780.0,0.0
6797.597532373,9780.0,0.0
6797.607689440,9780.0,0.0
6797.617346513,9780.0,0.0
6797.627824078,9780.0,0.0
6797.638370475,9780.0,0.0
6797.648254379,9780.0,0.0
6797.658796193,9780.0,0.0
6797.669146592,9780.0,0.0
6797.678711499,9780.0,0.0
6797.688767318,9780.0,0.0
6797.699685128,9780.0,0.0
6797.710301858,9780.0,0.0
6797.719454852,9780.0,0.0
6797.729537004,9780.0,0.0
6797.739787571,9780.0,0.0
6797.749147730,9780.0,0.0
6797.759607378,9780.0,0.0
6797.771200848,9780.0,0.0
6797.781405165,9780.0,0.0
6797.791527234,9780.0,0.0
6797.801920549,9780.0,0.0
6797.811321041,9780.0,0.0
6797.821539275,9780.0,0.0
6797.835084893,9780.0,0.0
6797.843426062,9780.0,0.0
6797.853698128,9780.0,0.0
6797.863471450,9780.0,0.0
6797.874128596,9780.0,0.0
6797.883468005,9780.0,0.0
6797.894214317,9780.0,0.0
6797.906832194,9780.0,0.0
6797.916890846,9780.0,0.0
6797.926823833,9780.0,0.0
6797.937269398,9780.0,0.0
6797.947336300,9780.0,0.0
6797.957625283,9780.0,0.0
6797.979263656,9780.0,0.0
6797.979283905,9780.0,0.0
6797.987606658,9780.0,0.0
6797.997987057,9780.0,0.0
6798.008788368,9780.0,0.0
6798.019756511,9780.0,0.0
6798.030555489,9780.0,0.0
6798.041022721,9780.0,0.0
6798.049173808,9780.0,0.0
6798.064141079,9780.0,0.0
6798.075055806,9780.0,0.0
6798.081776074,9780.0,0.0
6798.092400304,9780.0,0.0
6798.104653768,9780.0,0.0
6798.113610431,9780.0,0.0
6798.123680416,9780.0,0.0
6798.134221063,9780.0,0.0
6798.143064894,9780.0,0.0
6798.154559282,9780.0,0.0
6798.172695439,9780.0,0.0
6798.175938157,9780.0,0.0
6798.183491334,9780.0,0.0
6798.194339061,9780.0,0.0
6798.205351621,9780.0,0.0
6798.214437616,9780.0,0.0
6798.224758598,9780.0,0.0
6798.242371844,9780.0,0.0
6798.245412564,9780.0,0.0
6798.255622131,9780.0,0.0
6798.266134612,9780.0,0.0
6798.275210190,9780.0,0.0
6798.285486924,9780.0,0.0
6798.297226809,9780.0,0.0
6798.306624968,9780.0,0.0
6798.320470583,9780.0,0.0
6798.331166896,9780.0,0.0
6798.340366056,9780.0,0.0
6798.350598456,9780.0,0.0
6798.360983522,9780.0,0.0
6798.375690629,9780.0,0.0
6798.381024910,9780.0,0.0
6798.391330810,9780.0,0.0
6798.402427118,9780.0,0.0
6798.411983692,9780.0,0.0
6798.423574996,9780.0,0.0
6798.433559065,9780.0,0.0
6798.441821068,9780.0,0.0
6798.451522140,9780.0,0.0
6798.461567293,9780.0,0.0
6798.472214189,9780.0,0.0
6798.481791679,9780.0,0.0
6798.492098912,9780.0,0.0
6798.505705363,9780.0,0.0
