%time,field.velocity,field.angle
6470.381092088,9780.0,0.0
6470.392285979,9780.0,0.0
6470.401952218,9780.0,0.0
6470.415834583,9780.0,0.0
6470.423861588,9780.0,0.0
6470.432779168,9780.0,0.0
6470.441881746,9780.0,0.0
6470.452082563,9780.0,0.0
6470.462577961,9780.0,0.0
6470.472135618,9780.0,0.0
6470.488152795,9780.0,0.0
6470.492120007,9780.0,0.0
6470.504513803,9780.0,0.0
6470.512256727,9780.0,0.0
6470.521723719,9780.0,0.0
6470.534011849,9780.0,0.0
6470.542883429,9780.0,0.0
6470.552771166,9780.0,0.0
6470.562070742,9780.0,0.0
6470.573226300,9780.0,0.0
6470.583338952,9780.0,0.0
6470.593281022,9780.0,0.0
6470.603249008,9780.0,0.0
6470.613468825,9780.0,0.0
6470.627647354,9780.0,0.0
6470.634478787,9780.0,0.0
6470.643360784,9780.0,0.0
6470.656264825,9780.0,0.0
6470.674253650,9780.0,0.0
6470.677440869,9780.0,0.0
6470.685212543,9780.0,0.0
6470.694981532,9780.0,0.0
6470.717670727,9780.0,0.0
6470.717707810,9780.0,0.0
6470.726303310,9780.0,0.0
6470.736610209,9780.0,0.0
6470.747170940,9780.0,0.0
6470.756261351,9780.0,0.0
6470.766219838,9780.0,0.0
6470.776450738,9780.0,0.0
6470.786978386,9780.0,0.0
6470.796382794,9780.0,0.0
6470.806588778,9780.0,0.0
6470.816715596,9780.0,0.0
6470.826372085,9780.0,0.0
6470.836798234,9780.0,0.0
6470.847434797,9780.0,0.0
6470.857453033,9780.0,0.0
6470.866715609,9780.0,0.0
6470.876258850,9780.0,0.0
6470.886749414,9780.0,0.0
6470.899539123,9780.0,0.0
6470.906908218,9780.0,0.0
6470.916600624,9780.0,0.0
6470.929213334,9780.0,0.0
6470.936787844,9780.0,0.0
6470.946654581,9780.0,0.0
6470.957138062,9780.0,0.0
6470.967155048,9780.0,0.0
6470.977878944,9780.0,0.0
6470.990540237,9780.0,0.0
6470.997257921,9780.0,0.0
6471.008294564,9780.0,0.0
6471.017670473,9780.0,0.0
6471.026735551,9780.0,0.0
6471.036976285,9780.0,0.0
6471.047788596,9780.0,0.0
6471.058046080,9780.0,0.0
6471.067629236,9780.0,0.0
6471.077608222,9780.0,0.0
6471.087296711,9780.0,0.0
6471.097488695,9780.0,0.0
6471.107922344,9780.0,0.0
6471.117013422,9780.0,0.0
6471.127050491,9780.0,0.0
6471.138200216,9780.0,0.0
6471.148182369,9780.0,0.0
6471.158444935,9780.0,0.0
6471.168725585,9780.0,0.0
6471.177988578,9780.0,0.0
6471.188459976,9780.0,0.0
6471.198756543,9780.0,0.0
6471.208358783,9780.0,0.0
6471.218331435,9780.0,0.0
6471.229479994,9780.0,0.0
6471.238502072,9780.0,0.0
6471.259221454,9780.0,0.0
6471.259353203,9780.0,0.0
6471.268219783,9780.0,0.0
6471.278357184,9780.0,0.0
6471.289899239,9780.0,0.0
6471.299512645,9780.0,0.0
6471.308500641,9780.0,0.0
6471.319446034,9780.0,0.0
6471.339821002,9780.0,0.0
6471.339877835,9780.0,0.0
6471.349419659,9780.0,0.0
6471.359322229,9780.0,0.0
6471.369259383,9780.0,0.0
6471.379794780,9780.0,0.0
6471.394386721,9780.0,0.0
6471.399464422,9780.0,0.0
6471.409784321,9780.0,0.0
6471.419144397,9780.0,0.0
6471.429278215,9780.0,0.0
6471.440091776,9780.0,0.0
6471.450443259,9780.0,0.0
6471.460773825,9780.0,0.0
6471.471135307,9780.0,0.0
6471.480019804,9780.0,0.0
6471.490429536,9780.0,0.0
6471.502280587,9780.0,0.0
6471.511457331,9780.0,0.0
6471.520458410,9780.0,0.0
6471.533548616,9780.0,0.0
6471.541420039,9780.0,0.0
6471.550719116,9780.0,0.0
6471.563339826,9780.0,0.0
6471.571674078,9780.0,0.0
