%time,field.velocity,field.angle
6961.137130433,9780.0,0.0
6961.146895505,9780.0,0.0
6961.156787408,9780.0,0.0
6961.168452545,9780.0,0.0
6961.186072207,9780.0,0.0
6961.190230166,9780.0,0.0
6961.198919415,9780.0,0.0
6961.209240231,9780.0,0.0
6961.220526538,9780.0,0.0
6961.229785114,9780.0,0.0
6961.240048848,9780.0,0.0
6961.250919575,9780.0,0.0
6961.262557128,9780.0,0.0
6961.283270677,9780.0,0.0
6961.283303760,9780.0,0.0
6961.292981916,9780.0,0.0
6961.319228160,9780.0,0.0
6961.320411815,9780.0,0.0
6961.328856650,9780.0,0.0
6961.334049766,9780.0,0.0
6961.347291637,9780.0,0.0
6961.353741074,9780.0,0.0
6961.365420627,9780.0,0.0
6961.375788693,9780.0,0.0
6961.387061499,9780.0,0.0
6961.398105642,9780.0,0.0
6961.405988565,9780.0,0.0
6961.415953551,9780.0,0.0
6961.425928538,9780.0,0.0
6961.438611581,9780.0,0.0
6961.447515744,9780.0,0.0
6961.456133244,9780.0,0.0
6961.466457476,9780.0,0.0
6961.482687068,9780.0,0.0
6961.487923934,9780.0,0.0
6961.497527757,9780.0,0.0
6961.507596409,9780.0,0.0
6961.519640958,9780.0,0.0
6961.534797644,9780.0,0.0
6961.539649347,9780.0,0.0
6961.549905580,9780.0,0.0
6961.560382812,9780.0,0.0
6961.570735544,9780.0,0.0
6961.579211378,9780.0,0.0
6961.589964024,9780.0,0.0
6961.600772502,9780.0,0.0
6961.609805747,9780.0,0.0
6961.619848566,9780.0,0.0
6961.629878718,9780.0,0.0
6961.639579207,9780.0,0.0
6961.649547694,9780.0,0.0
6961.660095091,9780.0,0.0
6961.669233502,9780.0,0.0
6961.679284904,9780.0,0.0
6961.689678469,9780.0,0.0
6961.702413512,9780.0,0.0
6961.710243853,9780.0,0.0
6961.721389827,9780.0,0.0
6961.732406053,9780.0,0.0
6961.742058626,9780.0,0.0
6961.752701689,9780.0,0.0
6961.761262189,9780.0,0.0
6961.771380924,9780.0,0.0
6961.781919821,9780.0,0.0
6961.790927234,9780.0,0.0
6961.801080468,9780.0,0.0
6961.811377284,9780.0,0.0
6961.822143930,9780.0,0.0
6961.831787169,9780.0,0.0
6961.844983374,9780.0,0.0
6961.852226053,9780.0,0.0
6961.862299039,9780.0,0.0
6961.873111183,9780.0,0.0
6961.883245918,9780.0,0.0
6961.892414412,9780.0,0.0
6961.902760228,9780.0,0.0
6961.913779287,9780.0,0.0
6961.922921532,9780.0,0.0
6961.932066193,9780.0,0.0
6961.942603090,9780.0,0.0
6961.952777658,9780.0,0.0
6961.965668032,9780.0,0.0
6961.978918403,9780.0,0.0
6961.985624504,9780.0,0.0
6961.995851405,9780.0,0.0
6962.006051722,9780.0,0.0
6962.016559953,9780.0,0.0
6962.027121600,9780.0,0.0
6962.040085057,9780.0,0.0
6962.045376173,9780.0,0.0
6962.056231817,9780.0,0.0
6962.066247636,9780.0,0.0
6962.076064540,9780.0,0.0
6962.085693780,9780.0,0.0
6962.100250388,9780.0,0.0
6962.110696453,9780.0,0.0
6962.120479441,9780.0,0.0
6962.133691146,9780.0,0.0
6962.140569246,9780.0,0.0
6962.150852145,9780.0,0.0
6962.161727706,9780.0,0.0
6962.172371769,9780.0,0.0
6962.181929593,9780.0,0.0
6962.196802281,9780.0,0.0
6962.201422820,9780.0,0.0
6962.211559138,9780.0,0.0
6962.222030369,9780.0,0.0
6962.230971949,9780.0,0.0
6962.241663761,9780.0,0.0
6962.251887495,9780.0,0.0
6962.260813241,9780.0,0.0
6962.271077641,9780.0,0.0
6962.281490957,9780.0,0.0
6962.291408444,9780.0,0.0
6962.301770509,9780.0,0.0
6962.312463738,9780.0,0.0
6962.321446734,9780.0,0.0
6962.332502377,9780.0,0.0
6962.341914868,9780.0,0.0
6962.351697856,9780.0,0.0
6962.368135113,9780.0,0.0
6962.372281489,9780.0,0.0
6962.382190643,9780.0,0.0
6962.392689791,9780.0,0.0
6962.403119689,9780.0,0.0
6962.412301766,9780.0,0.0
6962.426113049,9780.0,0.0
6962.435521124,9780.0,0.0
6962.443788210,9780.0,0.0
6962.453328867,9780.0,0.0
6962.463825265,9780.0,0.0
6962.473957833,9780.0,0.0
6962.483150326,9780.0,0.0
6962.495771037,9780.0,0.0
6962.503602377,9780.0,0.0
6962.513025452,9780.0,0.0
6962.523295019,9780.0,0.0
6962.534340328,9780.0,0.0
6962.543924735,9780.0,0.0
6962.554728713,9780.0,0.0
6962.564809115,9780.0,0.0
6962.576894997,9780.0,0.0
6962.585254999,9780.0,0.0
6962.595040154,9780.0,0.0
6962.604985140,9780.0,0.0
6962.614314133,9780.0,0.0
6962.624827780,9780.0,0.0
6962.635096264,9780.0,0.0
6962.644320340,9780.0,0.0
6962.655949144,9780.0,0.0
6962.665379135,9780.0,0.0
6962.674810877,9780.0,0.0
6962.689365568,9780.0,0.0
6962.700795374,9780.0,0.0
6962.708220052,9780.0,0.0
6962.718223537,9780.0,0.0
6962.728346522,9780.0,0.0
6962.737578182,9780.0,0.0
6962.748087580,9780.0,0.0
6962.759157889,9780.0,0.0
6962.772791506,10580.0,0.0
6962.781212757,10580.0,0.0
6962.789891673,10580.0,0.0
6962.799294248,10580.0,0.0
6962.810707220,10580.0,0.0
6962.819472968,10580.0,0.0
6962.841217340,10580.0,0.0
6962.841265256,10580.0,0.0
6962.849353427,10580.0,0.0
6962.859890075,10580.0,0.0
6962.869512731,10580.0,0.0
6962.879416135,10580.0,0.0
6962.891652099,10580.0,0.0
6962.902181080,10580.0,0.0
6962.910769163,10580.0,0.0
6962.919956573,10580.0,0.0
6962.930319806,10580.0,0.0
6962.940441707,10580.0,0.0
6962.950987604,10580.0,0.0
6962.961529002,10580.0,0.0
6962.970778245,10580.0,0.0
6962.982217384,10580.0,0.0
6962.990738717,10580.0,0.0
6963.000705870,10580.0,0.0
6963.009417452,10580.0,0.0
6963.019825851,10580.0,0.0
6963.029139843,10580.0,0.0
6963.039043914,10580.0,0.0
6963.049658227,10580.0,0.0
6963.059849794,10075.0,0.0
6963.076772046,10075.0,0.0
6963.080496260,10075.0,0.0
6963.090859409,10075.0,0.0
6963.101118476,10075.0,0.0
6963.111360126,10075.0,0.0
